Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta
22;11 Lug 2020;Ajajax Brazorf;61;0 - 1;Team Bubi;71
22;11 Lug 2020;Scarsenal;73;2 - 3;Divano Kiev;78
22;11 Lug 2020;Hellas Madonna;64.5;0 - 3;A.C Ughina;79
22;11 Lug 2020;Bristol Rovers;71;1 - 2;Mignottingham;74
