Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta
12;7 Dic 2018;SDP Longobarda;72.5;2 - 2;Rosicone;72
12;7 Dic 2018;A.C. Chiappa Fregna;78;3 - 1;Scarsenal;67
12;7 Dic 2018;Beercellona;71;1 - 2;Rubin kebab;76.5
12;7 Dic 2018;Paris Saint-Gennar;77;2 - 0;A.C Ughina;64
