Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Maignan;P;5.75;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;2498
Titolare;Hernandez;D;6;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;2017
Titolare;Pavard;D;6;imgBonus size-s imgBonus_9;3206
Titolare;Romagnoli A.;D;6.5;;404
Titolare;Locatelli;C;6;;1123
Titolare;Henrique;C;4.5;;2545
Riserva;Calhanoglu;C;;;1507
Titolare;Cambiaghi;C;6.75;;1975
Riserva;Zaccagni;C;;;748
Titolare;Mota;A;4.5;imgBonus size-s imgBonus_6;1696
Titolare;Leao;A;5.75;;2089
Riserva;Consigli;P;5.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;147
Titolare;Nzola;A;6;;2270
Riserva;Ndoye;C;;;3179
Riserva;Bradaric;D;6.5;imgBonus size-s imgBonus_9;2788
Riserva;Mari;D;5;imgBonus size-s imgBonus_6;2676
Titolare;Anguissa;C;7;imgBonus size-s imgBonus_9;2577
Riserva;Rodriguez;D;;;1504
