Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Donnarumma G.;P;;;181
Titolare;Kolarov;D;5;imgBonus size-s imgBonus_6;1600
Titolare;Romagnoli A.;D;6.5;;404
Titolare;Castagne;D;6;;1515
Riserva;Criscito;D;;;1804
Titolare;Orsolini;C;6.5;imgBonus size-s imgBonus_9;1519
Titolare;Pulgar;C;6.5;imgBonus size-s imgBonus_9;931
Titolare;Milinkovic S.;C;5.5;;760
Titolare;Zielinski;C;5.5;;486
Riserva;Milik;A;;;1296
Titolare;Ilicic;A;5.5;imgBonus size-s imgBonus_9;249
Riserva;Consigli;P;;;147
Titolare;Gosens;D;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9;1533
Riserva;Manolas;D;6;;300
Riserva;Verdi;C;6.5;;466
Riserva;Calhanoglu;C;5.5;;1507
Riserva;Defrel;A;;;801
Titolare;Lozano;A;5.5;imgBonus size-s imgBonus_6;2108
