Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Szczesny;P;5.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;720
Titolare;Hateboer;D;6.5;imgBonus size-s imgBonus_6;1451
Riserva;Skriniar;D;;;1099
Titolare;Hernandez;D;6;imgBonus size-s imgBonus_6;2017
Titolare;Lucas Leiva;C;6;;1602
Titolare;Pjanic;C;6;;378
Titolare;Linetty;C;6.5;;1294
Titolare;Nandez;C;6;;2098
Titolare;Caputo;A;6.5;;1832
Titolare;Higuain;A;5;;242
Titolare;Lukaku R.;A;6;imgBonus size-s imgBonus_6;2099
Riserva;Buffon;P;;;30
Titolare;Mancini G.;D;6;;1549
Riserva;Lazzari;D;5;;1542
Riserva;Verdi;C;5;;466
Riserva;Rog;C;;;1332
Riserva;Joao Pedro;A;6;imgBonus size-s imgBonus_9;836
Riserva;Insigne L.;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;251
