Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
28;;Lello Club;81.00;+1;;
28;;Mignottingham;77.25;+1.5;;-0.25
28;;Al-Domoro;75.50;+0.5;;
28;;Boca Culos;73.75;+1;;-0.25
28;;Volpino FC;72.50;;;
28;;MAPI GROUP;71.00;+0.5;;
28;;Quack Quack Team;68.75;+0.5;;
28;;Cagasbunra;68.25;;;
28;;Filippo TurHertha;67.50;+0.5;;
28;;F.C. BarCialtrona;63.50;;;
