Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Provedel;P;7;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;500
Titolare;Hateboer;D;6;;1451
Titolare;Toloi;D;6.25;;1013
Titolare;Bastoni S.;D;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6;2255
Titolare;Vlasic;C;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;2827
Titolare;Koopmeiners;C;6.25;;2580
Titolare;Radonjic;C;6;;2756
Titolare;Milik;A;6.75;imgBonus size-s imgBonus_1;1296
Titolare;Arnautovic;A;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1;2535
Titolare;Dia;A;7;imgBonus size-s imgBonus_1;2842
Titolare;Dybala;A;6;imgBonus size-s imgBonus_6;185
Riserva;Maximiano;P;;;2781
Riserva;Soppy;D;6.25;;2576
Riserva;Scalvini;D;6;imgBonus size-s imgBonus_6;2561
Riserva;Strefezza;C;;;2046
Riserva;Ikone;C;6;;2629
Riserva;Deulofeu;A;7;imgBonus size-s imgBonus_9;1437
Riserva;Ghiglione;D;6;;745
