Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;11 Apr 2025;MichelleComo1907;69;1 - 2;Blackjack e squillo di lusso SPA;77;+1;;-0.5;;;
1;11 Apr 2025;Al Hito;83.75;3 - 2;FC SIGONELLA;74.75;;;;;+0.5;-0.5
