Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
10;;Scarsenal;78.00;;;
10;;Hellas Madonna;77.00;;;
10;;Divano Kiev;72.50;;;
10;;Mignottingham;72.00;;;
10;;Ajajax Brazorf;72.00;-1;;
10;;Bristol Rovers;65.50;;;
10;;Team Bubi;64.00;;;
10;;A.C Ughina;62.50;+0.5;;
