Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Olsen;P;5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;1814
Riserva;Palomino;D;;;1531
Riserva;Magnani;D;;;1846
Titolare;Pellegrini Lu.;D;5.5;imgBonus size-s imgBonus_6;1725
Titolare;Nainggolan;C;6.5;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;343
Titolare;Kessie;C;6.5;imgBonus size-s imgBonus_1;1191
Titolare;Praet;C;6;;1351
Titolare;Mertens;A;5.5;;326
Riserva;Gomez A.;A;;;224
Titolare;Pavoletti;A;5;;361
Titolare;Muriel;A;7;imgBonus size-s imgBonus_1;341
Riserva;Mirante;P;;;555
Titolare;Izzo;D;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;254
Titolare;Bani;D;6.5;;1513
Riserva;Bennacer;C;6;;1830
Riserva;Soriano;C;6;;433
Titolare;Farias;A;5;;834
Riserva;Sansone N.;A;6;imgBonus size-s imgBonus_6;417
