Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
36;22 Mag 2026;Al-Domoro;66.5;1 - 1;Lello Club;68.25;;+0.25;;+0.5;;
36;22 Mag 2026;MAPI GROUP;76;2 - 2;Filippo TurHertha;73.5;;+0.25;;+0.5;;
36;22 Mag 2026;Cagasbunra;69.75;1 - 0;F.C. BarCialtrona;65.75;;+0.25;;+1.5;;
36;22 Mag 2026;Mignottingham;57.5;0 - 3;Quack Quack Team;79.75;+1;;;+1;+2.5;
36;22 Mag 2026;Volpino FC;66.75;1 - 2;Boca Culos;77;;;-0.25;;+0.5;
