Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
6;;Peppe Team;80.25;;;
6;;CagaSbunra;80.25;+1.5;;
6;;S.D.P.Longobarda;76.75;;;
6;;F.O.C A.C Cina;71.75;+1.5;;
6;;Scarsenal : No good edition;71.50;+1;;
6;;Quack Quack Team;70.25;+1.5;;
6;;Mignottingham;69.75;;;-1
6;;A.S. Bruma;64.25;;;-0.5
