Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Svilar;P;5;imgBonus size-s imgBonus_2;2746
Titolare;Dodo;D;5.5;imgBonus size-s imgBonus_6;2793
Titolare;Bremer;D;5.75;;1773
Riserva;Pavlovic;D;;;3436
Titolare;Ellertsson;C;6;;2802
Titolare;Mandragora;C;5.5;;299
Titolare;Lobotka;C;6.5;;2158
Titolare;Fofana;C;6.25;;3467
Titolare;Saelemaekers;C;6.5;imgBonus size-s imgBonus_6;2178
Titolare;Kean;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1386
Titolare;Giovane;A;6.5;;3740
Riserva;Gollini;P;;;222
Riserva;Vasquez D.;P;;;2892
Titolare;Terracciano F.;D;6.75;;2217
Riserva;Maripan;D;6;;3492
Riserva;Guendouzi;C;5.75;;3215
Riserva;El Shaarawy;C;5.75;;190
Riserva;Dallinga;A;;;3422
