Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Svilar;P;6;imgBonus size-s imgBonus_2;2746
Titolare;Dodo;D;6.5;imgBonus size-s imgBonus_9;2793
Titolare;Bremer;D;7;;1773
Riserva;Pavlovic;D;;;3436
Titolare;Saelemaekers;C;5;;2178
Riserva;Fofana;C;;;3467
Titolare;Lobotka;C;5;;2158
Titolare;Mandragora;C;6;;299
Titolare;Ellertsson;C;5.25;;2802
Riserva;El Shaarawy;C;;;190
Titolare;Kean;A;;;1386
Riserva;Vasquez D.;P;;;2892
Riserva;Gimenez;A;;;3582
Titolare;Maripan;D;4.75;;3492
Titolare;Terracciano F.;D;5.5;;2217
Titolare;Freuler;C;5.75;;1091
Riserva;Giovane;A;5.5;;3740
Riserva;Dallinga;A;5.5;;3422
