Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Ravaglia;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;2318
Titolare;Olivera;D;6.5;imgBonus size-s imgBonus_9;2754
Titolare;Holm;D;6;;2571
Titolare;Hernandez;D;7;imgBonus size-s imgBonus_1;2017
Titolare;Locatelli;C;6.5;;1123
Titolare;Guendouzi;C;6;;3215
Titolare;Strefezza;C;6;;2046
Titolare;Calhanoglu;C;6.25;;1507
Titolare;Leao;A;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_15;2089
Riserva;Odgaard;A;;;1793
Titolare;Vlahovic;A;7;imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;1816
Riserva;Falcone;P;6.25;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;1449
Titolare;Abraham;A;7;imgBonus size-s imgBonus_9;2558
Riserva;Felix;A;;;3596
Riserva;Lovric;C;6;;2762
Riserva;Hernani;C;5.5;;2050
Riserva;Spinazzola;D;6;;957
Riserva;Ruggeri;D;;;2366
