Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Donnarumma G.;P;6;imgBonus size-s imgBonus_2;181
Titolare;Rugani;D;5;;413
Titolare;Romagnoli A.;D;6;;404
Titolare;Criscito;D;6.5;;1804
Titolare;Parolo;C;5.5;;358
Titolare;Calhanoglu;C;6;;1507
Titolare;Chiesa;C;7;;1128
Titolare;Dzeko;A;6;;759
Titolare;Luis Alberto;A;5.5;imgBonus size-s imgBonus_7;1367
Titolare;Petagna;A;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_3|imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_15;1193
Titolare;Ciano;A;5.5;imgBonus size-s imgBonus_6;1811
Riserva;Strakosha;P;5.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;439
Riserva;Florenzi;D;5.5;;202
Riserva;Kolarov;D;6.5;;1600
Riserva;Lazovic;C;5;;669
Riserva;Sturaro;C;6.5;;442
Riserva;El Shaarawy;A;7;imgBonus size-s imgBonus_1;190
Riserva;Berardi;A;6.5;;84
