Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;21 Apr 2023;Massa Carera;74;2 - 2;Peppe Team;77.25;;;;;+0.5;
1;21 Apr 2023;Boboreal in Ghiacc;70.75;2 - 1;F.O.C A.C Cina;66.5;;+0.5;;+1;;
