Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Sommer;P;6;imgBonus size-s imgBonus_10;3174
Titolare;Bastoni A.;D;5.25;;1389
Riserva;Gutierrez;D;;;3790
Titolare;Miranda J.;D;5;;3395
Titolare;Delprato;D;5.75;;1905
Titolare;Mctominay;C;6.5;;3488
Titolare;Prati;C;5.75;imgBonus size-s imgBonus_6;3189
Titolare;Bondo;C;6.5;;2798
Titolare;Bernabe;C;5.25;;3378
Titolare;Soule;A;5;;2604
Riserva;Morata;A;;;336
Riserva;Semper;P;;;1858
Titolare;Douvikas;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;3598
Riserva;Stulic;A;5.25;;3799
Riserva;Sucic;C;5.75;;3737
Riserva;Nicolussi;C;;;1955
Titolare;Olivera;D;6.25;imgBonus size-s imgBonus_6;2754
Riserva;Martin;D;6.5;;3068
