Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Carnesecchi;P;6;imgBonus size-s imgBonus_10;2299
Riserva;Zanoli;D;;;2574
Riserva;Pezzella;D;;;706
Titolare;Augello;D;5.25;;2087
Titolare;Elmas;C;5.75;;2085
Titolare;Ndoye;C;6.5;imgBonus size-s imgBonus_6;3179
Riserva;Dele Bashiru;C;;;3397
Titolare;Ekkelenkamp;C;6.25;;3444
Titolare;Martinez L.;A;6;;1747
Titolare;Piccoli;A;6.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6;1920
Titolare;Pedro;A;6;;2289
Riserva;Rui Patricio;P;;;2508
Riserva;Pierotti;A;5.5;;3265
Riserva;Sarr;A;5.5;;3481
Titolare;Ikone;C;6.5;imgBonus size-s imgBonus_6;2629
Riserva;Caqueret;C;;;3553
Titolare;Valeri;D;6.5;imgBonus size-s imgBonus_9;2757
Titolare;Gallo;D;5.5;;2086
