Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;2 Mag 2025;MichelleComo1907;69.5;1 - 2;Al Hito;75;;;-0.5;;+0.5;
1;2 Mag 2025;Blackjack e squillo di lusso SPA;75.75;2 - 1;FC SIGONELLA;71;;;;+1;;
