Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Audero;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;525
Titolare;Cancelo;D;6.5;;1649
Titolare;Pezzella Ge.;D;6.5;;1644
Titolare;Ola Aina;D;5.5;;1859
Titolare;Boateng;C;6.5;;1078
Titolare;Soriano;C;5.5;;433
Titolare;Brozovic;C;4.5;imgBonus size-s imgBonus_7;113
Titolare;Icardi;A;5;imgBonus size-s imgBonus_3;32
Titolare;Iago Falque;A;5;;246
Titolare;Pavoletti;A;6.5;imgBonus size-s imgBonus_1;361
Titolare;Caputo;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_15;1832
Riserva;Belec;P;;;888
Riserva;Srna;D;5.5;imgBonus size-s imgBonus_9;1749
Riserva;Silvestre;D;6;;428
Riserva;Krunic;C;6.5;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;498
Riserva;Pellegrini Lo.;C;7;;364
Riserva;Quagliarella;A;;;386
Riserva;Zapata D.;A;7;;483
