Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Sepe;P;6.5;imgBonus size-s imgBonus_2;424
Titolare;Toloi;D;5;;1013
Titolare;Skriniar;D;6;;1099
Riserva;De Silvestri;D;;;163
Titolare;Hateboer;D;6.5;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;1451
Riserva;Candreva;C;;;33
Titolare;Baselli;C;5.5;;75
Titolare;Rincon;C;6;;398
Titolare;Gerson;C;6;;1258
Titolare;Inglese;A;6.5;;543
Titolare;Belotti;A;7;;79
Riserva;Skorupski;P;6.5;imgBonus size-s imgBonus_2;429
Titolare;Ceppitelli;D;5.5;imgBonus size-s imgBonus_8;832
Riserva;Moretti;D;6.5;;337
Riserva;Martinez L.;A;6.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1747
Riserva;Douglas Costa;C;;;1528
Titolare;Sensi;C;6;;1275
Riserva;Cutrone;A;6;;1390
