Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Donnarumma G.;P;6.5;imgBonus size-s imgBonus_2;181
Titolare;Kolarov;D;7;imgBonus size-s imgBonus_1;1600
Titolare;Manolas;D;5.5;;300
Titolare;Romagnoli A.;D;6;;404
Titolare;Criscito;D;6.5;imgBonus size-s imgBonus_3;1804
Titolare;Gosens;D;7;imgBonus size-s imgBonus_1;1533
Titolare;Nainggolan;C;5;;343
Titolare;Calhanoglu;C;5.5;imgBonus size-s imgBonus_6;1507
Riserva;Perotti;C;;;371
Titolare;Orsolini;C;7;;1519
Titolare;Pazzini;A;;;362
Riserva;Consigli;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;147
Riserva;Marusic;D;6;;1506
Riserva;Pisacane;D;;;1222
Titolare;Milinkovic S.;C;7;imgBonus size-s imgBonus_9;760
Riserva;Pulgar;C;6.5;imgBonus size-s imgBonus_3|imgBonus size-s imgBonus_9;931
Riserva;Defrel;A;;;801
Riserva;Andre Silva;A;;;1505
