Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Audero;P;5.5;imgBonus size-s imgBonus_2;525
Titolare;D'Ambrosio;D;6;;36
Titolare;Pezzella Ge.;D;6;;1644
Titolare;Ola Aina;D;5.5;imgBonus size-s imgBonus_6;1859
Titolare;Boateng;C;6.5;;1078
Titolare;Dzemaili;C;5.5;;1025
Titolare;De Rossi;C;6;;160
Riserva;Icardi;A;;;32
Titolare;Quagliarella;A;7;imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;386
Titolare;Kouame;A;7;imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;1836
Titolare;Caputo;A;6;;1832
Riserva;Terracciano;P;6;imgBonus size-s imgBonus_2;1821
Titolare;Murru;D;6;imgBonus size-s imgBonus_6;839
Riserva;Silvestre;D;6;;428
Riserva;Brozovic;C;6;;113
Riserva;Romulo;C;6;;405
Riserva;Kownacki;A;;;1529
Riserva;La Gumina;A;;;712
