Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Handanovic;P;6.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;237
Titolare;De Vrij;D;6;;164
Titolare;Criscito;D;6;;1804
Titolare;Faraoni;D;5.5;;536
Titolare;Milenkovic;D;6;;1552
Titolare;Luis Alberto;C;6.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1367
Titolare;De Paul;C;6.5;;1274
Titolare;Freuler;C;6;;1091
Titolare;De Roon;C;6;imgBonus size-s imgBonus_6;670
Titolare;Joao Pedro;A;5;imgBonus size-s imgBonus_4;836
Titolare;Caicedo;A;7;imgBonus size-s imgBonus_1;1631
Riserva;Sepe;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;424
Riserva;Inglese;A;5.5;;543
Riserva;Cornelius;A;6;;1510
Riserva;Vidal;C;6;;467
Riserva;Zanellato;C;6;;2285
Riserva;Luiz Felipe;D;6.5;;1628
Riserva;Djimsiti;D;;;1090
