Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
13;;Peppe Team;78.50;;;-0.5
13;;No Go(o)d Team;74.25;;;
13;;Mignottingham;72.50;+1;;
13;;F.O.C A.C Cina;71.25;+0.5;;
13;;Scarsenal;70.75;;;
13;;Boboreal in Ghiacc;70.25;;;
13;;Massa Carera;68.25;;;
13;;Quack Quack Team;68.00;;;-1
13;;Cleveland Cadavers;67.75;;;
13;;A.C.Quario di Venezia;66.50;;;
