Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Lafont;P;5.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;1795
Titolare;Samir;D;6;;1092
Titolare;Nkoulou;D;6.5;;1633
Titolare;Lirola;D;6;;1295
Titolare;Meite;C;5.5;imgBonus size-s imgBonus_6;1774
Titolare;De Paul;C;7;;1274
Titolare;Under;C;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_15;1555
Titolare;Pjaca;A;6;;1278
Titolare;Antenucci;A;5.5;;1535
Titolare;Immobile;A;6;imgBonus size-s imgBonus_6;1084
Titolare;Defrel;A;5.5;;801
Riserva;Sirigu;P;6;imgBonus size-s imgBonus_10;1522
Riserva;Fazio;D;6;;1302
Riserva;Acerbi;D;6.5;imgBonus size-s imgBonus_1;40
Riserva;Duncan;C;;;184
Riserva;Freuler;C;6;;1091
Riserva;Di Gaudio;A;5;;609
Riserva;Favilli;A;;;1103
