Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;12 Mag 2023;Scarsenal;67.5;1 - 0;No Go(o)d Team;62.25;;+0.5;-1;;;
1;12 Mag 2023;Mignottingham;74.75;2 - 0;Quack Quack Team;65.25;;+2;-0.5;;;
