Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Riserva;Sommer;P;;;3174
Titolare;Posch;D;6.25;;2868
Titolare;Mancini;D;5.75;;1549
Titolare;Bremer;D;5.25;imgBonus size-s imgBonus_6;1773
Riserva;Pasalic;C;;;1357
Titolare;Gaetano;C;6.25;;1944
Titolare;Luis Alberto;C;6.75;imgBonus size-s imgBonus_1;1367
Titolare;Barella;C;6;;809
Titolare;Niang;A;7;imgBonus size-s imgBonus_3;345
Titolare;Lukaku;A;6.5;imgBonus size-s imgBonus_9;2099
Riserva;Toure;A;;;3156
Titolare;Milinkovic;P;5.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;1523
Titolare;Gudmundsson;A;6.5;imgBonus size-s imgBonus_9;2713
Titolare;Politano;C;5;;510
Riserva;Malinovskyi;C;;;2078
Riserva;Lazaro;D;6;imgBonus size-s imgBonus_6;2019
Riserva;Doig;D;5;;2782
Riserva;Lazovic;C;;;669
