Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Riserva;Donnarumma G.;P;;;181
Titolare;Gosens;D;5;;1533
Titolare;Romagnoli A.;D;5.5;;404
Titolare;Di Lorenzo;D;6;;1822
Titolare;Eriksen;C;6;;2172
Riserva;Milinkovic S.;C;;;760
Titolare;Cigarini;C;4.5;imgBonus size-s imgBonus_7;143
Titolare;Leao;A;7;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;2089
Titolare;Correa;A;5.5;;148
Titolare;Vlahovic;A;5.5;;1816
Titolare;Ilicic;A;5;;249
Titolare;Consigli;P;7;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;147
Titolare;Biraghi;D;6.5;imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;95
Riserva;Hysaj;D;;;245
Riserva;Lobotka;C;;;2158
Riserva;Pulgar;C;;;931
Riserva;Insigne L.;A;7;imgBonus size-s imgBonus_1;251
Riserva;Pandev;A;6;;675
