Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Carnesecchi;P;5.75;imgBonus size-s imgBonus_2;2299
Titolare;Llorente;D;5;imgBonus size-s imgBonus_6;2912
Titolare;Ranieri;D;6.5;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;1587
Titolare;Beukema;D;6.75;;3056
Titolare;Gila;D;6.25;;2776
Titolare;Pellegrini Lo.;C;5.5;imgBonus size-s imgBonus_6;364
Titolare;Cristante;C;6;;1080
Riserva;Bonaventura;C;;;101
Titolare;Frendrup;C;5.5;;2706
Titolare;Dybala;A;5.25;;185
Titolare;Lookman;A;7;imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;2812
Riserva;Okoye;P;6;imgBonus size-s imgBonus_2;3210
Riserva;Fabbian;C;;;3072
Riserva;Aouar;C;;;3081
Titolare;Baldanzi;C;6;;2599
Riserva;Martinez Quarta;D;6;imgBonus size-s imgBonus_6;2368
Riserva;Patric;D;6.25;;618
Riserva;Soule;A;6.5;;2604
