Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Maignan;P;6;imgBonus size-s imgBonus_10;2498
Titolare;Rodriguez R.;D;6;;1504
Titolare;Milenkovic;D;6.5;imgBonus size-s imgBonus_6;1552
Titolare;Toloi;D;6;;1013
Titolare;Elmas;C;6;imgBonus size-s imgBonus_6;2085
Titolare;Calhanoglu;C;5.5;;1507
Titolare;Pessina;C;6;;1508
Titolare;Svanberg;C;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1802
Titolare;Dzeko;A;5.5;imgBonus size-s imgBonus_6;759
Titolare;Insigne L.;A;6;;251
Titolare;Leao;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;2089
Riserva;Skorupski;P;6.5;imgBonus size-s imgBonus_10;429
Riserva;Kjaer;D;;;2121
Riserva;De Silvestri;D;6.5;;163
Riserva;Verdi;C;;;466
Riserva;Pasalic;C;6;;1357
Riserva;Simeone;A;5.5;;1343
Riserva;Ilicic;A;;;249
