Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
31;;Scarsenal : No good edition;73.75;;;
31;;CagaSbunra;73.25;;;
31;;Quack Quack Team;71.00;+1.5;;
31;;Peppe Team;66.25;;;-1
31;;F.O.C A.C Cina;65.00;;;-0.5
31;;A.S. Bruma;60.25;;;
31;;Mignottingham;59.00;;;-1
31;;S.D.P.Longobarda;53.00;;;
