Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;1 Set 2023;Mignottingham;72.75;2 - 3;A.S. Bruma;78.5;;+1;;;;
1;1 Set 2023;Quack Quack Team;68.5;1 - 1;F.O.C A.C Cina;70.25;;+1;;+1;;
1;1 Set 2023;Scarsenal : No good edition;68.75;1 - 3;Peppe Team;80.25;;+0.5;-0.5;;;
1;1 Set 2023;S.D.P.Longobarda;71.75;1 - 2;CagaSbunra;77.25;;;-1;+1;+1.5;
