Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
6;;MichelleComo1907;90.25;;;
6;;Blackjack e squillo di lusso SPA;85.50;+1.5;;
6;;Quack Quack Team;78.50;;;
6;;Cagasbunra;73.25;+1.5;;
6;;Mignottingham;73.00;;;
6;;F.O.C A.C Ina;72.25;;;
6;;Al Hito;68.50;;;
6;;PACCIANINAIKOS;64.00;;;
6;;Zapata sui piedi FC;62.25;+1;;
6;;FC SIGONELLA;61.50;;;
