Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
28;;Paris Saint-Gennar;78.00;;;
28;;A.C Ughina;78.00;;;
28;;Rubin kebab;73.00;;;
28;;Scarsenal;72.50;;;
28;;SDP Longobarda;67.00;;;
28;;A.C. Chiappa Fregna;65.00;;;
28;;Rosicone;63.00;;;
28;;Beercellona;56.50;;;
