Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Cordaz;P;7;imgBonus size-s imgBonus_10;1166
Titolare;Cuadrado;D;6;;952
Titolare;Gagliolo;D;6;;594
Titolare;Toljan;D;5.5;imgBonus size-s imgBonus_6;2043
Titolare;Letizia;D;6.5;;595
Riserva;Ricci M.;C;;;2258
Titolare;Zaccagni;C;6;imgBonus size-s imgBonus_3;748
Titolare;Rog;C;6;;1332
Titolare;Ronaldo C.;A;4;imgBonus size-s imgBonus_4;1775
Titolare;Pedro;A;6;;2289
Riserva;Favilli;A;;;1103
Riserva;Perin;P;6.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;369
Titolare;Caprari;A;6.5;;1185
Riserva;Gyasi;A;6;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;2266
Titolare;Lerager;C;6;;1925
Riserva;Zajc;C;;;1439
Riserva;Muldur;D;;;2107
Riserva;Iacoponi;D;6;;1753
