Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;6 Mag 2023;No Go(o)d Team;62;0 - 0;Cleveland Cadavers;63.25;;;;;+1;
1;6 Mag 2023;Scarsenal;64.5;0 - 1;Peppe Team;71.25;;;-1.5;;+1;
