Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
13;;Cagasbunra;88.50;;;
13;;F.O.C A.C Ina;83.00;;;
13;;Quack Quack Team;75.50;+1.5;;
13;;MichelleComo1907;72.25;+1.5;;
13;;Mignottingham;71.75;+1;;
13;;Al Hito;68.75;;;
13;;Zapata sui piedi FC;65.50;+0.5;;
13;;FC SIGONELLA;65.00;;;
13;;Blackjack e squillo di lusso SPA;63.25;;;
13;;PACCIANINAIKOS;62.00;;;
