Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;4 Gen 2023;F.O.C A.C Cina;67.25;1 - 2;Scarsenal;71.25;+1;+0.5;;+1;;
1;4 Gen 2023;Cleveland Cadavers;69.75;1 - 0;Boboreal in Ghiacc;65.75;;+0.5;;;;
1;4 Gen 2023;Quack Quack Team;69;1 - 1;Peppe Team;69.5;+0.5;;;;+0.5;
1;4 Gen 2023;No Go(o)d Team;70;1 - 1;Mignottingham;70.75;;;;+1;+1.5;
