Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta
6;20 Ott 2018;Paris Saint-Gennar;74;2 - 0;Rosicone;58
6;20 Ott 2018;SDP Longobarda;74;2 - 1;Scarsenal;69.5
6;20 Ott 2018;Rubin kebab;61.5;0 - 0;A.C. Chiappa Fregna;59.5
6;20 Ott 2018;Beercellona;62.5;0 - 1;A.C Ughina;69
