Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
28;4 Apr 2025;Blackjack e squillo di lusso SPA;60.25;0 - 0;F.O.C A.C Ina;60;;;;;;-0.5
28;4 Apr 2025;Al Hito;67;1 - 1;FC SIGONELLA;69;;;;;;
28;4 Apr 2025;PACCIANINAIKOS;76.5;2 - 2;MichelleComo1907;73.5;;+0.5;-1;;;
28;4 Apr 2025;Quack Quack Team;61.25;0 - 2;Cagasbunra;76.75;;;;;+0.5;
28;4 Apr 2025;Zapata sui piedi FC;69.25;1 - 1;Mignottingham;66.5;+1.5;;;+0.5;;
