Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;14 Apr 2023;No Go(o)d Team;77.75;2 - 0;Scarsenal;65.25;;;-0.5;;;-0.5
1;14 Apr 2023;Peppe Team;66.25;1 - 2;Cleveland Cadavers;72.75;;;;;+3;
