Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta;ModificatoreDifesaCasa;ModificatoreCentrocampoCasa;ModificatoreAttaccoCasa;ModificatoreDifesaTrasferta;ModificatoreCentrocampoTrasferta;ModificatoreAttaccoTrasferta
1;28 Apr 2023;Peppe Team;74.75;2 - 0;Massa Carera;63.5;;+1.5;;;;
1;28 Apr 2023;F.O.C A.C Cina;77.5;2 - 0;Boboreal in Ghiacc;62.75;+1;+0.5;;;;-1
