Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
18;;Blackjack e squillo di lusso SPA;90.50;+1;;
18;;F.O.C A.C Ina;81.25;;;
18;;Mignottingham;77.75;+1.5;;
18;;Cagasbunra;74.00;;;
18;;PACCIANINAIKOS;71.75;;;
18;;Quack Quack Team;71.25;;;
18;;MichelleComo1907;68.50;;;
18;;FC SIGONELLA;67.75;;;
18;;Al Hito;67.75;;;
18;;Zapata sui piedi FC;58.00;+0.5;;
