Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Di Gregorio;P;6.25;imgBonus size-s imgBonus_10;1429
Titolare;Bastoni A.;D;6;;1389
Titolare;Toloi;D;6.5;imgBonus size-s imgBonus_6;1013
Titolare;Ebuehi;D;6;;2480
Titolare;Felipe Anderson;C;6;imgBonus size-s imgBonus_9;196
Titolare;Reijnders;C;7;;3149
Titolare;Orsolini;C;5.5;imgBonus size-s imgBonus_6;1519
Titolare;Colpani;C;6.5;;1881
Titolare;Cambiaghi;C;6;;1975
Riserva;Vlahovic;A;;;1816
Titolare;Zapata;A;6;;483
Riserva;Skorupski;P;6.25;imgBonus size-s imgBonus_10;429
Riserva;Giroud;A;;;2500
Titolare;Locatelli;C;6.5;;1123
Riserva;Ederson;C;6.25;imgBonus size-s imgBonus_6;2701
Riserva;Vlasic;C;5.5;;2827
Riserva;Kolasinac;D;6.5;;3055
Riserva;Scalvini;D;;;2561
