Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Handanovic;P;7;imgBonus size-s imgBonus_10;237
Titolare;Skriniar;D;5.5;;1099
Riserva;Faraoni;D;;;536
Titolare;Alex Sandro;D;6.5;;993
Titolare;Brozovic;C;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_15;113
Titolare;Lazovic;C;6.5;;669
Titolare;Anguissa;C;6.5;;2577
Titolare;Martinez L.;A;6.25;;1747
Titolare;Jovic;A;5;;2774
Titolare;Correa;A;5.5;;148
Titolare;Di Francesco;A;6.25;imgBonus size-s imgBonus_6;1206
Riserva;Onana;P;;;2739
Riserva;Satriano;A;6;;2379
Riserva;Schouten;C;6;;2020
Riserva;Bandinelli;C;6.5;imgBonus size-s imgBonus_1;1553
Riserva;Danilo;D;;;2096
Titolare;Bonucci;D;6;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_4;31
Riserva;De Sciglio;D;5;;162
