Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
12;;A.S. Bruma;79.75;;;
12;;F.O.C A.C Cina;76.00;;;
12;;Mignottingham;73.75;+1;;
12;;CagaSbunra;73.50;+2;;-0.5
12;;Quack Quack Team;72.50;;;-1
12;;S.D.P.Longobarda;71.00;;;
12;;Scarsenal : No good edition;71.00;+1.5;;-1.5
12;;Peppe Team;64.50;;;
