Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Meret;P;7;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_9;325
Titolare;Zortea;D;4.75;;2520
Titolare;Valeri;D;5.5;;2757
Riserva;De Vrij;D;;;164
Titolare;Atta;C;6.5;;3509
Titolare;Malinovskyi;C;7;imgBonus size-s imgBonus_3|imgBonus size-s imgBonus_6;2078
Titolare;Ekkelenkamp;C;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;3444
Riserva;Samardzic;C;;;2541
Titolare;Martinez L.;A;7.25;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1747
Titolare;Vitinha;A;7;imgBonus size-s imgBonus_1;3288
Titolare;Orban;A;5;;3805
Riserva;Contini;P;;;1200
Riserva;Dia;A;;;2842
Titolare;Keita;C;5.25;;3496
Riserva;Pedro;A;7;imgBonus size-s imgBonus_3;2289
Riserva;Ferguson;C;5;imgBonus size-s imgBonus_6;2783
Riserva;Holm;D;;;2571
Titolare;Nelsson;D;5.25;;3590
