Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
28;;S.D.P.Longobarda;79.50;+1;;
28;;Peppe Team;77.00;;;
28;;A.S. Bruma;74.25;;;
28;;F.O.C A.C Cina;70.00;;;
28;;Mignottingham;64.50;+1;;-0.5
28;;CagaSbunra;64.25;;;
28;;Scarsenal : No good edition;64.00;;;
28;;Quack Quack Team;60.00;;;
