Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Handanovic;P;6;imgBonus size-s imgBonus_10;237
Titolare;Milenkovic;D;6;;1552
Titolare;De Vrij;D;6;;164
Titolare;Faraoni;D;6.5;imgBonus size-s imgBonus_9;536
Titolare;Criscito;D;6;;1804
Titolare;Freuler;C;6;;1091
Titolare;De Paul;C;6.5;;1274
Titolare;Vidal;C;5.5;;467
Titolare;Caicedo;A;6;;1631
Titolare;Ibrahimovic;A;5;;2152
Titolare;Joao Pedro;A;5;;836
Riserva;Sepe;P;6.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;424
Riserva;Cornelius;A;5;;1510
Riserva;Inglese;A;;;543
Riserva;Lazovic;C;7;imgBonus size-s imgBonus_9;669
Riserva;De Roon;C;7;;670
Riserva;Bremer;D;;;1773
Riserva;Djimsiti;D;7;;1090
