Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Tatarusanu;P;7;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_5;446
Titolare;Di Lorenzo;D;7;imgBonus size-s imgBonus_1;1822
Titolare;Rodriguez R.;D;6.5;;1504
Riserva;Djimsiti;D;;;1090
Titolare;Svanberg;C;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9;1802
Titolare;Lukic;C;5;;1298
Titolare;Bonaventura;C;6;;101
Titolare;Ilicic;A;6;;249
Titolare;Dzeko;A;6.5;;759
Titolare;Insigne L.;A;5.5;;251
Titolare;Leao;A;6;;2089
Riserva;Skorupski;P;7;imgBonus size-s imgBonus_2;429
Titolare;Milenkovic;D;5;imgBonus size-s imgBonus_7;1552
Riserva;Kjaer;D;5.5;;2121
Riserva;Calhanoglu;C;7;imgBonus size-s imgBonus_3;1507
Riserva;Callejon;C;6;;121
Riserva;Simeone;A;6.5;imgBonus size-s imgBonus_1;1343
Riserva;El Shaarawy;A;6;;190
