Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Szczesny;P;5;imgBonus size-s imgBonus_2;720
Titolare;Hateboer;D;6;;1451
Titolare;Skriniar;D;6;;1099
Titolare;Ferrari G.;D;6;;1168
Titolare;Lazzari;D;5.5;;1542
Titolare;Ramsey;C;6;;2028
Titolare;Badelj;C;6;;67
Riserva;Ruiz;C;;;1779
Titolare;Caputo;A;6;;1832
Titolare;Higuain;A;5;;242
Titolare;Petagna;A;6;;1193
Riserva;Buffon;P;;;30
Riserva;Hernandez;D;5.5;imgBonus size-s imgBonus_6;2017
Riserva;Ghoulam;D;;;218
Titolare;Pjanic;C;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;378
Riserva;Nandez;C;7;imgBonus size-s imgBonus_9;2098
Riserva;Lukaku R.;A;5.5;;2099
Riserva;Boateng;A;;;1078
