Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Sirigu;P;6;imgBonus size-s imgBonus_10;1522
Titolare;Faraoni;D;7;imgBonus size-s imgBonus_1;536
Titolare;Nkoulou;D;6;;1633
Titolare;Romero C.;D;6;;1890
Titolare;Pellegrini Lu.;D;7;imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;1725
Titolare;Verre;C;6;;540
Titolare;De Paul;C;4.5;;1274
Titolare;Kurtic;C;6;;272
Titolare;Quagliarella;A;8;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_3|imgBonus size-s imgBonus_9;386
Titolare;Pinamonti;A;5.5;;1306
Titolare;Martinez L.;A;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1747
Riserva;Rafael D.A.;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;392
Riserva;Favilli;A;5.5;;1103
Riserva;Larsen;D;5.5;;1653
Riserva;Politano;C;;;510
Riserva;Traore;C;6;;1831
Riserva;Locatelli;C;6.5;imgBonus size-s imgBonus_6;1123
Riserva;Bremer;D;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1773
