Giornata;Data;Casa;PuntiCasa;Risultato;Trasferta;PuntiTrasferta
15;26 Dic 2018;Paris Saint-Gennar;61.5;0 - 1;SDP Longobarda;71.5
15;26 Dic 2018;A.C Ughina;64.5;0 - 0;A.C. Chiappa Fregna;65
15;26 Dic 2018;Rubin kebab;65;0 - 1;Rosicone;68
15;26 Dic 2018;Beercellona;77;2 - 1;Scarsenal;66
