Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;De Gea;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;3448
Titolare;Bastoni A.;D;6.5;;1389
Titolare;Martin;D;6.25;;3068
Titolare;Delprato;D;5.5;imgBonus size-s imgBonus_6;1905
Titolare;Dorgu;D;6.5;imgBonus size-s imgBonus_9;3155
Titolare;Reijnders;C;6;;3149
Titolare;Mctominay;C;6.25;;3488
Titolare;Neres;C;6.75;;3472
Titolare;Dovbyk;A;6.5;imgBonus size-s imgBonus_3;3439
Titolare;Djuric;A;6;;854
Titolare;Beltran;A;7;imgBonus size-s imgBonus_3;3178
Riserva;Sommer;P;6;imgBonus size-s imgBonus_10;3174
Riserva;Moreno A.;D;5.5;;3415
Riserva;Bijol;D;6.75;;2773
Riserva;Frendrup;C;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;2706
Riserva;Baldanzi;C;;;2599
Riserva;Thauvin;A;6;;2911
Riserva;Tengstedt;A;5.75;;3449
