Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
30;;Blackjack e squillo di lusso SPA;78.00;;;
30;;Mignottingham;75.75;+0.5;;
30;;F.O.C A.C Ina;75.00;+1;;
30;;MichelleComo1907;72.50;;;
30;;FC SIGONELLA;72.50;+0.5;;
30;;Quack Quack Team;71.75;+1;;
30;;PACCIANINAIKOS;70.75;;;
30;;Zapata sui piedi FC;68.00;+1;;
30;;Cagasbunra;67.50;;;
30;;Al Hito;64.25;+0.5;;-0.5
