Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Riserva;Meret;P;;;325
Titolare;Valeri;D;5.75;;2757
Titolare;Kempf;D;6;;3490
Titolare;Baschirotto;D;5.25;;2775
Titolare;Politano;C;6.25;;510
Titolare;Atta;C;6.75;;3509
Riserva;Ekkelenkamp;C;;;3444
Titolare;Carboni V.;C;6.25;;2872
Titolare;Toure I.;C;6.25;;3725
Titolare;Martinez L.;A;5.25;;1747
Titolare;Castellanos;A;6;;3100
Titolare;Milinkovic;P;5.75;imgBonus size-s imgBonus_2;1523
Riserva;Zortea;D;5.5;;2520
Riserva;Nelsson;D;6.25;;3590
Titolare;Samardzic;C;6;;2541
Riserva;Kuhn;C;6.5;;3712
Riserva;Orban;A;6.5;;3805
Riserva;Pedro;A;6;;2289
