Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Maignan;P;6.25;imgBonus size-s imgBonus_2;2498
Titolare;Rrahmani;D;6;;2045
Titolare;Zortea;D;6;;2520
Titolare;Coco;D;5;imgBonus size-s imgBonus_6;3406
Titolare;Dodo;D;6.25;;2793
Titolare;Politano;C;5.75;imgBonus size-s imgBonus_6;510
Titolare;Paredes;C;6.5;;356
Titolare;Vlasic;C;6;;2827
Titolare;Cristante;C;6;;1080
Titolare;Gyasi;A;6;imgBonus size-s imgBonus_6;2266
Titolare;Bonny;A;5.75;;3380
Riserva;Montipo;P;6;imgBonus size-s imgBonus_10;2241
Riserva;Zappa;D;5;;2325
Riserva;Mosquera;A;5.5;imgBonus size-s imgBonus_6;3403
Riserva;Sverko;D;;;3390
Riserva;Sanabria;A;5.75;;416
Riserva;Livramento;A;;;3428
Riserva;Makoumbou;C;6;;3058
