Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Carnesecchi;P;6.5;imgBonus size-s imgBonus_2;2299
Titolare;Valeri;D;5.5;;2757
Titolare;Augello;D;6;imgBonus size-s imgBonus_6;2087
Titolare;Pezzella;D;6;;706
Titolare;Elmas;C;7;imgBonus size-s imgBonus_1;2085
Titolare;Caqueret;C;6.5;imgBonus size-s imgBonus_9;3553
Titolare;Ikone;C;7;imgBonus size-s imgBonus_1;2629
Titolare;Dele Bashiru;C;6.5;imgBonus size-s imgBonus_9;3397
Titolare;Sarr;A;6;imgBonus size-s imgBonus_1;3481
Titolare;Piccoli;A;5.5;;1920
Titolare;Lucca;A;4.5;imgBonus size-s imgBonus_6;3090
Riserva;Rui Patricio;P;;;2508
Riserva;Pedro;A;;;2289
Riserva;Pierotti;A;5.5;;3265
Riserva;Ndoye;C;7.5;imgBonus size-s imgBonus_1;3179
Riserva;Ekkelenkamp;C;6.25;imgBonus size-s imgBonus_6;3444
Riserva;Pellegrini Lu.;D;6.5;;1725
Riserva;Zanoli;D;6.75;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;2574
