Giornata;Data;Squadra;FantaPunti;ModificatoreDifesa;ModificatoreCentrocampo;ModificatoreAttacco
15;;Boboreal in Ghiacc;80.75;;;-0.5
15;;No Go(o)d Team;76.25;;;
15;;Cleveland Cadavers;74.50;;;
15;;Peppe Team;74.00;;;-0.5
15;;A.C.Quario di Venezia;73.75;+0.5;;
15;;Quack Quack Team;69.75;+1;;
15;;F.O.C A.C Cina;68.25;+1;;
15;;Mignottingham;66.75;;;
15;;Massa Carera;65.75;;;-0.5
15;;Scarsenal;63.75;+1;;
